name1,name2,time
d7cdce26f301544a8c4e9436a5579c5e,7055bde64ae9346477f00451a4fe71e8,2
010210-121.54944-31.18493001,010213-121.54944-31.18493001,2
0475dc281b2dac48414e4f59f852ab1f,da7eb05faecef79d2077ec48c6d26f24,2
122816-121.51417-31.22489001,122817-121.51417-31.22489001,4
3f875c5034ead9d68ca1b7211ea32d3d,f69fc4ec5c99905a4d36d478f6e14e6b,2
123111-121.39324-31.19218001,123114-121.39324-31.19218001,3
ca0d76cdaf35fa19469be4f94b4db895,60b004bd94d2fc5065055c93750332fe,2
010220-121.47039-31.33998001,010217-121.47039-31.33998001,2
0b0dbf90c4dfa09719421cc5b3c3faf9,fba78871464a9deb95bce68e72bb96e4,2
010415-121.56798-31.29521001,010413-121.56798-31.29521001,4
63325811b962fd72af39b33e9c31e417,3579fd4a1bc03e65657fd75b5993151c,2
122923-121.450734-31.19151001,122723-121.450734-31.19151001,3
4bc4385aea3fbdf0e2e7b8a3230df827,ae9b8a1266a6bd237cdbaaa51cf7a9de,2
123122-121.49249-31.28710001,123016-121.49249-31.28710001,3
f7fc1202c35edc6321cebec6461b7cb6,d322350c40e05d1bb90e7e017ef986f0,2
010515-121.38192-31.23356001,123017-121.387172-31.23374501,2
9812e9dab94eb92f4f973c36961dc514,b28062dcacf77390ca1e7fcc80326ee5,2
010313-121.40813-31.27258001,122715-121.40813-31.27258001,2
893925eb3c90eb196903c7edd13f14d6,f3ebad1d9de84c75939d232e823c2894,2
010612-121.41722-31.21861001,010614-121.41722-31.21861001,5
da3224e749a1f48eb330d4d043ada95f,5095017f349aa42a4ca96afe6f784062,2
122712-121.52035-31.26942001,12279-121.52035-31.26942001,2
1c8d6d046d77858004c6d2c86f92b9f7,daa2cc9572a148ff62ddc2faf7ca9b0f,2
122910-121.43247-31.02765001,123117-121.43247-31.02765001,3
02d7b467928a56f39067b7b27ea228fb,75bc2faf247efe4d15b0a70222bed48c,2
010324-121.31361-31.33889,01067-121.31361-31.33889,2
1cc9e030b0328c8a33a651a3da0d247c,eb11b4cb6b1235ea050407bbd7b7d4ba,2
010611-121.47555-31.26250001,010512-121.47555-31.26250001,2
dde18358cc078dfbb0dd1f2f376f863a,c5e59320591ef16b79c88aa60ba24d88,2
122812-121.51055-31.23477001,122815-121.51055-31.23477001,5
bbcd5a053e3a37a5bb00d77216210cbd,675fb03a83478b5c418469dd346193f8,2
010212-121.50188-31.16696001,123010-121.50188-31.16696001,2
e36f3a3fa5c566aaaa18f73320c6a444,3ec614045985d27c9a8c8d0304d46b3f,2
12315-121.4452-31.19051001,12313-121.4452-31.19051001,4
c4cb755e3e03200908389ddffd1261e5,f075e88c3b5c253be5ef160e300b3af4,2
01061-121.58134-31.10215001,010524-121.58134-31.10215001,2
dac92c1d7f08e08ecd99d572ec1252d0,d4456e66c96c586f93702db49bf424d8,2
123114-121.4002-31.18735001,010115-121.4002-31.18735001,5
fe38018a15ac3795d1401d07410add47,a75fec7a171a794e9a5638110c1dff24,2
122911-121.38726-31.18293001,123114-121.38726-31.18293001,2
c90aec254c688eb44ea85beb85b909cb,0e18c354dc7cfcbf61fc5492a28b541d,2
122821-121.52548-31.21688,010111-121.52548-31.21688,2
8f3ce39fd43330cc5afe297215ede29f,69bdc740f7b4c381cbaf2166882e42f9,2
122922-121.53388-31.26620001,122919-121.53388-31.26620001,2
67e890f107b140fdc56a5fd7448977b0,a7eef7fe0a3c3d474b375980c8995319,2
01046-121.516-31.24090001,123019-121.516-31.24090001,2
bbcd5a053e3a37a5bb00d77216210cbd,1ddda6bb57eeb8c8f817bdbc3c8ed676,2
01048-121.50188-31.16696001,01046-121.50188-31.16696001,2
4cbe3c05d762544684684ea6fe8ae037,bc109412c5fda70859a66d4ea75a575a,2
122821-121.54944-31.18493001,122822-121.54944-31.18493001,2
7c86811caaf9e0c68e33be303f7f672e,4ab723fd1379072eac0f40e3224f26f2,2
122824-121.3755-31.14860001,01042-121.3755-31.14860001,26
6eac4289645c875b51665048334a9b92,a3373db054776ada8fc321f7e628c42b,2
01068-121.40089-31.01647001,01019-121.40089-31.01647001,5
d888b019fb9e7ffde82cda52d2683fdc,16d7dcb2158e0b19eda7f0c520071d1b,2
122722-121.44105-31.28999001,122721-121.44105-31.28999001,4
bed6b327081f6af1f030b6af8fdfbd91,6c9def8e3833ded3b9cf7e6369931b7c,2
123014-121.53157-31.27227001,123015-121.53157-31.27227001,3
5cacf969a45cd6f296f1832d9c91adb0,9ef999259a00daca1e1e0319f4227c81,2
123024-121.53917-31.22840001,12318-121.53917-31.22840001,3
4a6e2bd7c31467294f404455bf973c12,d27d7ed2977e763e2a2d54879eb616b6,2
01039-121.47041-31.22136001,01037-121.47041-31.22136001,2
a48ec7c3cb9d35a33c4d174cd8530d94,da3b8c3e18c433e51de27438853db42e,2
010115-121.48731-31.22773001,010117-121.48301-31.23035001,2
b184454fb1fc647fee90fc0587273843,cd2ec8eda522d108db51cb7d3890c22a,2
010322-121.46816-31.26207001,123010-121.46816-31.26207001,5
9a5acd902b11235c797d15438c89ebdd,0e944695bc4a386e7b92123be33c08e5,2
010613-121.4511-31.28222001,01039-121.4511-31.28222001,22
95863c1e4dda5425c0b6773ff0124abd,db51da1639e860d6208c0707b8d2cbc4,2
010121-121.50905-31.17797001,010118-121.50905-31.17797001,9
f4460045c4b518db66ffd9b33d50b74e,ab22f9f1f0b0667a1d0ce91535aed08e,2
010410-121.48883-31.27782001,01068-121.48883-31.27782001,4
ea31ff0ee618bef72e99829f2d1c2ea9,78ab4d915d9e4e0cc105546eb3eca6c8,2
12312-121.49207-31.15795001,122923-121.49207-31.15795001,4
bb0b25e12495e1d311c25b4d528114fb,c0e3d2250f8077f2dbb994176b543279,2
01058-121.4267-31.18419001,01068-121.4267-31.18419001,3
d16fef1d29525b9f0578ba673768fdf8,2d3f16b4a35c3ba2b2e315ea8b58af6a,2
010320-121.40227-31.22798001,010319-121.40227-31.22798001,2
58d7c7de7198b608818a9948a27ac2e1,de74520f6a6ccc2a7418bd1de3755160,2
122924-121.4343-31.21091001,123011-121.4343-31.21091001,5
4fe6207cce429272658d36c681edcc82,0114aa1eed19eb6046a572566bd6e1c8,2
12308-121.4323-31.33988001,12318-121.4323-31.33988001,2
09700ecd42bd960c00070e67638935d4,54552e03a2a60763d85436773f2fff89,2
122920-121.44609-31.20208001,123020-121.44609-31.20208001,2
8e01d6b17ee4116d207d049eda65b29d,1e8cdfd5b0c9e924b117c44dab7ccb07,2
12308-121.38726-31.18293001,12318-121.38726-31.18293001,2
1d96b0aa5cd2bdb077d1d60bfb0e00b7,078872efaf68107d4cbc70574b7d86e7,2
12294-121.48257-31.31368001,010424-121.48257-31.31368001,2
22d254f5dc04f09ab145c5993b265606,c3b45b0b1bc4e8276cfb96c5820f8919,2
01061-121.57095-31.16987001,010523-121.57095-31.16987001,7
cd5cd273f67bde4f2ade495c140b474d,44e68f641faa1645be6d5c1acd1b5e35,2
010319-121.48909-31.18010001,010318-121.48909-31.18010001,2
dfd6038c313d0820a720a20f31dfeaea,4ce1fb30cb11c4054883b23d864dc705,2
122914-121.32765-31.14784001,010320-121.32765-31.14784001,2
9fc0941d1b38c238073839eddc22c7e3,07f80d13d6f40821f446636023f2b596,2
122822-121.65777-31.19750001,122921-121.65777-31.19750001,2
973b4c52b8d803d970d0d4fecf51cea4,a4161bfe71cf919091a2501f3f53b74f,2
01044-121.4175-31.19619001,010324-121.4175-31.19619001,4
29815392bf246deefbe4a8ae446118db,e034c45e8db075f881477f64be8f8638,2
122915-121.46514-31.20715001,122913-121.46514-31.20715001,2
49ec2a1a7bc09feb00d9d2d176518b8c,e882d2d85d9bed510461e73baf1c7566,2
122712-121.46471-31.20776001,122713-121.46471-31.20776001,2
12a0dd339015757eb53ee58bd7da6286,ccd7a5e0f6f7a891ea50ed1206c0788d,2
122910-121.43998-31.17283001,12275-121.43998-31.17283001,9
b28062dcacf77390ca1e7fcc80326ee5,bc0c2b70f0c379d5a15c0129f9890bc0,2
010210-121.40813-31.27258001,122715-121.40813-31.27258001,2
e8369ead75a98d0cf3fa51a861b9092a,1ddda6bb57eeb8c8f817bdbc3c8ed676,2
01068-121.50188-31.16696001,010319-121.50188-31.16696001,16
7bdeb4adeb16684e64e05ecec21b34ea,f9f012b1c5736e63fbe877e7d26171ce,2
010411-121.45371-31.21846001,122815-121.45371-31.21846001,7
cdf9389737ed0ca17379986ad63cc9a2,a22a29e628efb46fdac42fae157a8934,2
010319-121.47861-31.20417001,010520-121.47861-31.20417001,15
c8baff9667a4b81cc84c1451530ef1b7,509163a733fb848e1537781bf80ec61a,2
122710-121.37954-31.27615001,010115-121.37954-31.27615001,6
e8369ead75a98d0cf3fa51a861b9092a,ab22f9f1f0b0667a1d0ce91535aed08e,2
12308-121.48883-31.27782001,123010-121.48883-31.27782001,2
e83f91598b07e4fce17c10a5aa32f97a,85055637e8933f5ab52cc95d043e08b5,2
010611-121.41947-31.20753001,01063-121.41947-31.20753001,10
20b92c62b25ba9448d6659c3d0d6b24a,67e87a27151f4d0b995b6ae963364484,2
01069-121.47133-31.21421001,01059-121.47133-31.21421001,2
90342270a5fc61cd2399065dd843e5bc,4b418db9b125918c103b74156a7d3e57,2
122814-121.50381-31.27336001,122810-121.50381-31.27336001,2
da3224e749a1f48eb330d4d043ada95f,be713941bcc040b3a4c5b038fb99feac,2
010120-121.52035-31.26942001,01026-121.52035-31.26942001,11
6213178970feff4423e71980cccb3928,fda525f61c572002044c355909795c8e,2
123012-121.516-31.24090001,010513-121.516-31.24090001,2
77b56a1244171ef3c668e1a60283e5df,258e11f139132a5921604302583c9892,2
010312-121.44086-31.32584001,010314-121.44086-31.32584001,3
9d1fa985f3fade974e955acbbfdc776c,d2699935932eb099b46591d8f4057e79,2
01021-121.54944-31.18493001,01033-121.54944-31.18493001,62
16fa813b2f0f58860eb709a63aafe0fa,42979d81340a4f6403c43256b9aab2dc,2
123110-121.43133-31.29621001,122912-121.43133-31.29621001,2
8c26be2eb50bad91b4fae8e829a2678d,e4e66f9af57aac2f09f72c5fcf9cda2e,2
123020-121.42367-31.23206001,123019-121.42367-31.23206001,2
9d1fa985f3fade974e955acbbfdc776c,c7032492ca9e94e6070aa2a84de2025e,2
010314-121.54944-31.18493001,010318-121.54944-31.18493001,2
3ebed6106238038bd9a59f5c7c215f91,d6100f8fb38f0f8bfb8907e32f1a7f11,2
01056-121.47015-31.23886001,123024-121.461994-31.23485101,11
cf46982f2fac5c008e9614376631d153,591e04d3b6ebb7c3e245679057137800,2
010123-121.36713-31.26141001,123022-121.36713-31.26141001,3
8fbb02f787512a9bd58e25d236e66a3d,0243ea6bb1bde3e9edcf9770031625c2,2
123111-121.40333-31.21361001,12289-121.40333-31.21361001,7
8b9c71d86115f76b4ceb892747f40443,e74db0685b5c709b5431947fae94df74,2
010421-121.37094-31.18340001,010422-121.37094-31.18340001,3
f3e0246ed98c9c752eeac4a790757992,8b709a5c557807bfd06117788f71d891,2
010323-121.38857-31.25637001,12281-121.38857-31.25637001,2
4e341d0468914a8c27c250472a7cb987,acbbe8e5d6e79e90cf35ca906962252e,2
010512-121.45419-31.24132001,010511-121.45419-31.24132001,2
7783b22b5f2a3767a2228b624e099512,6e280abd2da84c5d56ea094ca673c1df,2
010417-121.5225-31.25561001,122916-121.5225-31.25561001,2
7ff700fb427f5091107b359b32bcf1a2,f4460045c4b518db66ffd9b33d50b74e,2
122917-121.48086-31.28182001,010216-121.48883-31.27782001,4
3ebed6106238038bd9a59f5c7c215f91,e07b9bfbfbf52210cddffe9c8cb403f5,2
01065-121.47015-31.23886001,01061-121.47015-31.23886001,4
044d4e4f4d6adc2288f18403c0098692,e50aff92c558850f30f6e57465e357d5,2
010513-121.754-31.12140001,010515-121.754-31.12140001,3
e777663165019d01b44d47946dcea951,a233b19dd8e7274193303d44fa73201d,2
01043-121.4874-31.22350001,01014-121.4874-31.22350001,2
03fc89e5c91966a57241306fed0e8291,99370d7d0994fab61c936e14ff2529f3,2
010123-121.54823-31.27491001,01058-121.54823-31.27491001,33
a2591dac42fdb268a1de31ce587c89b8,c70c016a7fce7d6cd85cd9e7c61c6bfc,2
12282-121.39379-31.23297001,12284-121.39379-31.23297001,4
c44456854d7e6204193bbcf1cde264a6,8500bb183b5244944a2202e29c954f94,2
122922-121.43647-31.18374001,123021-121.43647-31.18374001,3
b6fd1caf9862b02321100509a33fb411,1eb8c226055800c50b9bded9d4074dbe,2
01052-121.369-31.11330001,01056-121.369-31.11330001,6
6265e068e549d0c53ea96a040718762f,af9c63c87f679c5ca5c68fec071da541,2
123012-121.45542-31.24415001,010611-121.42667-31.20528001,2
f53e94285fadcdc94825e30a16aabe5f,1d0f3db55e99ab40b3bc5b777b661adb,2
010513-121.50278-31.23650001,010514-121.50278-31.23650001,4
bfa56cd8d1e56a5d2578ca3ff3e04009,8847baa8fd8bc8328cd512b4653743ee,2
010422-121.5897-31.26855001,010120-121.5897-31.26855001,2
3fe9fb04fcf47df1e1f95e8080e7e77d,102b7c3296981b3c23da3153ab89bab8,2
123018-121.49175-31.27251001,123019-121.49175-31.27251001,3
645d46c5e658b1bb1856231eeb928396,635232b689d0b9828de10f674dcf585e,2
010224-121.527-31.02170001,010123-121.527-31.02170001,2
11be323e3777b63bc58e082bc5abfa9d,977948901e2f71cf8f85cfc9fa42dd27,2
12307-121.52558-31.26964001,12306-121.52558-31.26964001,2
238ba7de1ee96dfaebc5b34b01c4a5e9,386b7efc46a3896fbed4a55611675736,2
122822-121.42723-31.25086001,122916-121.42723-31.25086001,2
04c371ce7b718c6f1611976786dade31,1e4f1fb12e0240e5f362a04c483b40a9,2
010320-121.52418-31.15285001,010322-121.52418-31.15285001,3
94911d469252835a24fe6d0c81c6a388,936c50ce5e220a71c25cb9839d905295,2
122720-121.5301194-31.2069195,12278-121.5301194-31.2069195,8
70813b9294ba321331e3167ea968b804,6fe51794d31e8449670bd3c15ceaacec,2
122715-121.54944-31.18493001,122712-121.54944-31.18493001,2
540c0c5f9baee7345b9fef2b091dd665,062d85b5082dc8d170c337a9bbf6b2ab,2
010212-121.43901-31.22171001,010213-121.43901-31.22171001,2
f6fdc5ef7813f09ac0081203ba65a929,6eb03f4c5d5cd20a025d80d4519de038,2
122920-121.42306-31.22528001,010424-121.42306-31.22528001,15
a044bf98200c7d3f44055c21dfeb22b0,c0e3d2250f8077f2dbb994176b543279,2
01049-121.4267-31.18419001,12319-121.4267-31.18419001,3
287cece134e6dd1bd530958e239e2589,3087a765a0a2e7d41aed37cd45b85d93,2
122711-121.53185-31.18866001,122712-121.53185-31.18866001,2
ab72e19de5a0a768d2d0cd00d80b5c3c,0cebfb3ec3d578b300581eb69020b82c,2
12302-121.52193-31.15563001,12307-121.52193-31.15563001,14
63eea57da220fc53e6a543e9ed8ba759,0410630050472c25c73039e11603679e,2
010219-121.45371-31.21846001,010218-121.45371-31.21846001,2
60e973b749dcd92e9b859e9154723164,65f1c2b626d03c58c3b6a3f43b0484c8,2
122811-121.53056-31.23595001,122820-121.53056-31.23595001,2
80b6873910ae5dad27f21879916081cf,ac05df64bc41a47a58be2d60ce89f52c,2
010119-121.53392-31.32742001,010210-121.53392-31.32742001,2
a2732631236c16b85ac773b84fb74dd6,26aac3fadacd66c4d608f2df2d257c93,2
123110-121.50273-31.24299001,123111-121.50273-31.24299001,2
e2399e8bbb43afe701e68f787728e0c5,78c10c12f83eff9a0009d73d8dcc909a,2
010318-121.52627-31.33052001,010319-121.51455-31.32070001,2
55ce70e151f63c15b9a1445f9a250703,cefa1a956b3f4380b0b2665f519efdcd,2
01049-121.47911-31.26564001,122917-121.47911-31.26564001,5
4a6e2bd7c31467294f404455bf973c12,cb6c4cd8fb79ac4405d27d00dfd9a7e4,2
01057-121.47041-31.22136001,01066-121.47041-31.22136001,10
646afbe513ec1248847ee6b60e9ac955,9b947df4f3b1b217cba31675efe7b86e,2
01037-121.455099-31.23761201,010118-121.455099-31.23761201,6
7fce44d14c43120ac1b271567e02f198,c0e3d2250f8077f2dbb994176b543279,2
010513-121.4267-31.18419001,122814-121.4267-31.18419001,2
f4460045c4b518db66ffd9b33d50b74e,5c60ac306edc7a554b4f1416bf9e8e0c,2
12279-121.48883-31.27782001,010214-121.48883-31.27782001,2
3ebed6106238038bd9a59f5c7c215f91,3b4959addde47b68397c4b59ac64499e,2
01054-121.47015-31.23886001,01056-121.47015-31.23886001,11
0ead862faf39cb09f3facb5632a91c6e,722a9f8c826943e30458545ae426c0a5,2
122922-121.58167-31.27639001,123016-121.58167-31.27639001,3
71155a62a40fb8b7d542007b83485d0d,7a03610ebb69a45b2652f13f52fed8b3,2
122918-121.53083-31.22472001,010420-121.52309-31.22504001,2
e7b9d1263ec25651e6743c95ff8f7e5d,b8db50ca56efc93de2aeeb302515b438,2
010215-121.50187-31.29632,010214-121.50187-31.29632,2
e2c2df36bbc925db691789b720dc1fc2,b0bbf1f5d48101501078e50d29a0e2b3,2
01052-121.40944-31.19750001,010422-121.40944-31.19750001,3
a89f70fd41e50904a3b03091ba97227b,711db3fa102ce20fb598717cab22df00,2
122822-121.511-31.23139001,010612-121.511-31.23139001,2
c95f4b2575cc1a70a90dd3b0c581f7de,6dbc3066333ca7f04e214c85e692191c,2
123010-121.35522-31.11068001,01026-121.35522-31.11068001,2
d3322a320b6e37350ee21513fc909626,d6148e10b74d642af43f228749f2e55b,2
122712-121.44989-31.25579,010312-121.44989-31.25579,8
6aed81a7cec1645dab2284537b120747,ddec33842458434299eab56c988488f9,2
12276-121.51355-31.27829001,122723-121.51355-31.27829001,30
7ddd5d594195437a145d0fa9a6612046,1f0e89855f34e9bcec64ef9640b3a7fd,2
010121-121.57207,30.93353001,50
799f18a7bfb3aa77ffcb1e6c16871d4d,94be8c1c97267cfd38b28d0b5aa495d8,2
010523-121.37893-31.31719,122713-121.37893-31.31719,4
64fbf7d113f98d829c3a535aa2840561,85a1a7177c79cce5463a39ee5bb7d125,2
010311-121.62474-31.21588001,010412-121.62474-31.21588001,2
7c1581fb1e4e88a18b5b425f593c3572,a7eef7fe0a3c3d474b375980c8995319,2
122921-121.48-31.30430001,010314-121.48-31.30430001,4
bc38c363e9467a6c930fbac21d79d67d,4063e665e698615edda6376d91b80662,2
122810-121.44753-31.19138001,01069-121.44753-31.19138001,2
b662ff6c7501ef17688147919b89aab9,f14fd03d2a9ca3ac00e5755dc258a2bd,2
123111-121.46177-31.29409001,122811-121.46177-31.29409001,2
f8791d7ca7cd68a3f717e31ab31d2f70,597c323555408bb82f1f9f5af2fe1913,2
01065-121.55333-31.20527001,01063-121.55333-31.20527001,7
1dcc883ce7e95e477adc027c82142aac,ed9b7a80a74781f62fa11424c98a0238,2
122814-121.4686-31.24137001,123114-121.4686-31.24137001,2
3defefaa893697f22b541f59041ee597,4f59f9434c50b1c35d1bde3c52aefa89,2
01048-121.412862-31.21998801,12288-121.412862-31.21998801,2
1125c875eb37816216f0ee72ae7f7779,9fe5712889828ac5f7236296817e6331,2
010613-121.41982-31.25678001,122815-121.41982-31.25678001,2
fb8b00722c7dfe5f01cafcbf8aefbce8,7ff61e760938067343b2cf59ef69c70f,2
12318-121.58788-31.26278001,01048-121.58788-31.26278001,2
537b2da3f35d4e6f05f851787411e124,942e825947665da76befc77a2f4935c6,2
010121-121.34887-31.15614001,010118-121.34887-31.15614001,5
54a5476f88f91ef186ab926e46bb1b7d,1989f206a69a4457f4e6ffa0f6a1a9c8,2
122910-121.40387-31.17833001,12299-121.40387-31.17833001,5
4d2de0c457fce388dae0ed2ce68fe381,e19db981ab2f110ddd520d53b806da33,2
122920-121.40697-31.28080001,122820-121.40697-31.28080001,2
9fb9cbcc36ecf4ae5ba2c75a32cb306c,74b10df6b23e7d492d9e63bb09336304,2
122823-121.65938-31.27690001,010520-121.65938-31.27690001,3
6ed592fa20f63c85334379fb7231009a,e072f17410aaef0e27e79b204c3f9eaf,2
123013-121.41397-31.19547001,010412-121.41397-31.19547001,2
899dd026ff952b43ef3d99989045923f,cd2605ded779c27ba08b1d735e1ad77d,2
010512-121.45662-31.29203001,122811-121.45662-31.29203001,5
7783caa13541c3e514ab8e460983caeb,d09f9e15bf8eff8e2046d0dceffcaf4d,2
010311-121.46599-31.19642001,010412-121.46599-31.19642001,2
70993c760fcc576b28d387354a8f346f,7783b22b5f2a3767a2228b624e099512,2
010318-121.51508-31.25672001,010321-121.51508-31.25672001,2
5699a046445e03245e69be2d2e9b1348,f1b5a959c01ae2c92ddb5d035754bb12,2
122914-121.44355-31.21520001,010313-121.44355-31.21520001,5
5270d809d09658e704f100a495f4abce,d893fd714a538e87f7d2e21bcdeb8c27,2
010612-121.47861-31.20417001,010613-121.47861-31.20417001,2
67e890f107b140fdc56a5fd7448977b0,5ef7b3e962fbe36c05e0c42723a0bbf9,2
12301-121.516-31.24090001,12302-121.516-31.24090001,2
f177ba2c09796aa963d34284b74bc18d,465bdaeea03cfe22aa6ccd4ed23b311d,2
123018-121.52568-31.18910001,123023-121.52193-31.15563001,2
5ad5416c50567bed54e8156d0eeb2bda,bf1c4115468b9861338cbd245127790c,2
123121-121.5158-31.08537,12275-121.5158-31.08537,18
fd121fc642e5a5673f9b7b0c595803c7,1fe9665678131c99c6183ac15d97d22c,2
12282-121.41854-31.30793001,12285-121.41854-31.30793001,10
97e50d87c57a9d07a258113bb54a8634,4a05f51a9b8219b2debdf70b01c37113,2
010612-121.42212-31.27336001,122910-121.42212-31.27336001,2
971b87a6ce6a938e0f43c4bb6c77188e,fd5698323bde79b1b1045e0419df82f3,2
122917-121.46666-31.23527001,123120-121.46666-31.23527001,3
c1a0a9c64dde8a051e25b5b4b35e6749,715061ec3e9881a07b5fa5af76f7f603,2
010213-121.4018333-31.22219445,010214-121.4018333-31.22219445,4
72fbe9079125b62aa975f616ad4e63c6,819b00d1976cba4cc7997796791a2e80,2
122921-121.46694-31.28861001,122924-121.46694-31.28861001,2
646afbe513ec1248847ee6b60e9ac955,1d53da6bbe7543e5aae942275b13127c,2
123020-121.455099-31.23761201,12314-121.455099-31.23761201,2
5686c4efaad254f312102cd08e502568,3ca1b7f3c4e47f10308faa65bb934f84,2
123120-121.4347835-31.19641066,010413-121.43639-31.19583001,2
794b76900b1423cadb232ec0befb26c1,65c272ac9dbcb88652dc9e7e61090936,2
122817-121.52211-31.23639001,122819-121.52211-31.23639001,2
0475dc281b2dac48414e4f59f852ab1f,8b9d3244649a97e1aca436671329ac40,2
010515-121.519001-31.22503501,010411-121.519001-31.22503501,8
6a1813e99827ec8ed0ca0f445919679f,386b7efc46a3896fbed4a55611675736,2
122912-121.42723-31.25086001,01049-121.42723-31.25086001,2
e4b836effd9a5e6dabb59849b9d0a56a,66c1cce39002783dd750d8b14f55bbd3,2
010317-121.53157-31.27227001,010318-121.53157-31.27227001,2
1c7073029bcba0daf49afc87d9aace09,5e319da6e5d88f1c60060a334cbd3483,2
12308-121.39219-31.15362001,122917-121.39219-31.15362001,2
01776be44394b4a9ef096db8aec045d7,8fcd9e02aa8c04561caf47f8d2b692bf,2
010413-121.44149-31.20130001,123018-121.44149-31.20130001,2
942e825947665da76befc77a2f4935c6,bdb33bde09c57112f54c3edeecfefff5,2
122724-121.42897-31.12278,12281-121.42897-31.12278,16
646afbe513ec1248847ee6b60e9ac955,896ea27f0ada07d5c4040d9c5a75c321,2
123117-121.455099-31.23761201,010518-121.455099-31.23761201,2
f871eaa2793075be1c3287d4502542c1,d413aa1eb18e8e4b29bf33c81cbfe538,2
010417-121.42723-31.25086001,010517-121.42723-31.25086001,2
8deb940de1c579f049d01e0b664f3806,775e7faebbfec98f03502b8b9efcf220,2
01016-121.48944-31.26972001,12296-121.48944-31.26972001,2
48595c64f07c781d4bae9487c61bdda2,2462d11581255fcece6fe1dce2a624cc,2
122817-121.47926-31.26367001,122818-121.47926-31.26367001,2
f9ca648ff21e972b2c3f7ff747b0c6c5,386b7efc46a3896fbed4a55611675736,2
12318-121.42723-31.25086001,122822-121.42723-31.25086001,3
3241ad42d3b7dbe2895690d83da405f3,bf2fc3fd9f198280a4f69e4523eeabcb,2
123012-121.51417-31.22489001,010514-121.5145-31.23058001,2
9b6272b5e3ade98af1bfd201f664e53a,616cdde54f44d9c3eb1cf17ce912dfd6,2
010516-121.45371-31.21846001,010515-121.45371-31.21846001,2
d59345251543f83d78c5db23968f6847,b98142d27b4c54b0b001cb889ac2a447,2
010321-121.57027-31.12388001,01036-121.57027-31.12388001,3
a22a29e628efb46fdac42fae157a8934,8b186c79da17dff4934da021973bfc65,2
122924-121.47861-31.20417001,01033-121.47861-31.20417001,18
ce60fc8a8dcbbcf23170b72d013f56ba,8847baa8fd8bc8328cd512b4653743ee,2
01058-121.5893-31.28280001,010222-121.594-31.27800001,2
e669a76e25f9802149889422d956bb56,8ca0e424de948d5b913136155ecb3927,2
122715-121.41148-31.22024001,122716-121.41148-31.22024001,2
6319dab9acc8f545d50c7aee74b4fe6a,ac44165ae39a1149e5973d98d10b5e34,2
122714-121.40069-31.24175001,123110-121.40069-31.24175001,5
2db58648e9c278dcd6fd0f8381305e68,d91b12740ba1e0ee5978b3a9dbaa8300,2
123024-121.51965-31.23784001,01051-121.51965-31.23784001,22
4dabc1407428721f944a42ca87e53aff,7dd09a1ee88afd22ae28cc20cbc7fffd,2
12299-121.4411667-31.19747223,123013-121.4411667-31.19747223,7
8b831a750ee3d3b68651e32c9653c08d,8e49379aec4df5ab9adf9af865ee7f6a,2
122920-121.46-31.22083001,122921-121.46-31.22083001,2
0837ce6f83f6ca2f67d649536aab5b51,7dd09a1ee88afd22ae28cc20cbc7fffd,2
010413-121.4411667-31.19747223,010411-121.4411667-31.19747223,8
f79dd8d2c3cdd0fb2ef4979e4de4f594,d322350c40e05d1bb90e7e017ef986f0,2
12319-121.38192-31.23356001,123013-121.38192-31.23356001,2
8eb85ec9a057b1c660a90dcf5cebdb4b,a0eea8ef34a9739be42259f18ef8f5d7,2
01012-121.48916-31.22583001,01011-121.48916-31.22583001,2
d8d11866c32fe5526b48be2c6897be9a,b9c411432dc52706a41d5f3c698b348b,2
123120-121.4374-31.25113001,123123-121.4374-31.25113001,5
94aa52e056e3a58f6b026c26ccac215f,ea340c458437ab0eda6b6bdce5bae831,2
010216-121.40382-31.00606001,010215-121.40382-31.00606001,2
730d57ebc60a744bc2a78a7fb4cc99f6,e1356c63a7fbb0235163fc5a0002bac4,2
123111-121.39324-31.19218001,123112-121.39324-31.19218001,2
95f0325dacf7c83dabfec774f81e7cc4,2d3f16b4a35c3ba2b2e315ea8b58af6a,2
010320-121.40227-31.22798001,010319-121.40227-31.22798001,2
4fc8529b5de84f6c31f0b87dc11c5a40,d5db0e84333f9bea2d21908aac5a8af2,2
01018-121.63665-31.25144001,01034-121.63665-31.25144001,8
8519e827e90c3e46a3a6e15956ab0cd4,6d27bd459314bb8b40d7eadd1a43f7fd,2
010216-121.52627-31.33052001,010114-121.52627-31.33052001,2
0ceb3f615e02c669d037d5083cebdcde,7dd09a1ee88afd22ae28cc20cbc7fffd,2
123014-121.4411667-31.19747223,122818-121.4411667-31.19747223,9
3ca1b7f3c4e47f10308faa65bb934f84,9b729abfb2f106c6ab320989f1a43578,2
12271-121.42934-31.13303001,010424-121.42934-31.13303001,5
f2323f76c6d2d237febe01338f78324a,d2699935932eb099b46591d8f4057e79,2
01049-121.54944-31.18493001,010416-121.54944-31.18493001,11
d64030dbbab79749e195750d3cb76acb,e729580c74f5b9f7d9ccb120c02a2072,2
123023-121.42389-31.27833001,010224-121.42389-31.27833001,9
bc38c363e9467a6c930fbac21d79d67d,6e5650bb0d59ad9a99f7fb689665a0b8,2
010123-121.44753-31.19138001,010223-121.450734-31.19151001,4
